time,serie
0.000000,0.305597,0.813814,0.917910,0.286270,0.504071,0.000000
1.000000,0.251866,0.629880,0.665245,0.295994,0.574627,0.002004
2.000000,0.214552,0.625375,0.616205,0.306107,0.542062,0.004287
3.000000,0.200746,0.582583,0.630064,0.293660,0.495251,0.006347
4.000000,0.198134,0.523273,0.558635,0.249319,0.468114,0.007710
5.000000,0.197015,0.494745,0.507463,0.214702,0.407056,0.009722
6.000000,0.192910,0.473724,0.486141,0.185531,0.375848,0.012196
7.000000,0.233209,0.409910,0.605544,0.135745,0.388060,0.016009
8.000000,0.261194,0.482733,0.464819,0.203034,0.407056,0.022295
9.000000,0.272388,0.410661,0.592750,0.229483,0.381954,0.026534
10.000000,0.309328,0.423423,0.674840,0.278102,0.436906,0.027046
11.000000,0.347388,0.462463,0.647121,0.282380,0.472184,0.018138
12.000000,0.360075,0.408409,0.616205,0.287437,0.475577,0.022106
13.000000,0.441418,0.469219,0.715352,0.299494,0.559701,0.019486
14.000000,0.436940,0.442943,0.631130,0.290937,0.570556,0.019523
15.000000,0.534701,0.512012,0.694030,0.388565,0.588195,0.018248
16.000000,0.472761,0.334835,0.494670,0.332555,0.643826,0.021841
17.000000,0.569403,0.591592,0.703625,0.369895,0.677748,0.024201
18.000000,0.509328,0.583333,0.660981,0.438351,0.659430,0.019541
19.000000,0.486940,0.585586,0.640725,0.386231,0.676391,0.016444
20.000000,0.436567,0.696697,0.599147,0.402178,0.608548,0.015620
21.000000,0.417910,0.543544,0.619403,0.361727,0.481004,0.015923
22.000000,0.426493,0.578829,0.620469,0.364839,0.525102,0.016370
23.000000,0.408582,0.553303,0.713220,0.366394,0.425373,0.014113
24.000000,0.394403,0.479730,0.590618,0.377285,0.362958,0.014424
25.000000,0.396642,0.618619,0.715352,0.352003,0.328358,0.011648
26.000000,0.378358,0.656156,0.655650,0.388954,0.294437,0.012392
27.000000,0.397388,0.719219,0.757996,0.367950,0.295115,0.016616
28.000000,0.373134,0.600601,0.630064,0.319331,0.278155,0.021818
29.000000,0.338806,0.521021,0.537313,0.297550,0.221845,0.023212
30.000000,0.256716,0.429430,0.473347,0.206923,0.122795,0.021321
31.000000,0.177239,0.318318,0.336887,0.159471,0.083446,0.019856
32.000000,0.235448,0.419670,0.447761,0.222482,0.118725,0.020986
33.000000,0.283955,0.540541,0.431770,0.276157,0.196065,0.021138
34.000000,0.386567,0.608108,0.590618,0.333722,0.304613,0.019424
35.000000,0.445896,0.677928,0.571429,0.370284,0.289688,0.017160
36.000000,0.427612,0.641892,0.469083,0.390510,0.370421,0.017362
37.000000,0.494776,0.627628,0.524520,0.378452,0.369742,0.021203
38.000000,0.513806,0.626126,0.656716,0.416181,0.354817,0.026380
39.000000,0.577612,0.665916,0.511727,0.482692,0.419267,0.028389
40.000000,0.689179,0.866366,0.657783,0.469856,0.362958,0.030540
